net,length_um
_03602_,12.18µm
memory_stage.dm.ram\[18\]\[20\],12.18µm
memory_stage.dm.ram\[22\]\[31\],12.18µm
memory_stage.dm.ram\[30\]\[7\],12.18µm
memory_stage.dm.ram\[31\]\[19\],12.18µm
_00634_,12.165µm
_00676_,12.165µm
_03077_,12.16µm
_03114_,12.16µm
_03136_,12.16µm
_03272_,12.16µm
_03897_,12.16µm
_05670_,12.16µm
_06557_,12.16µm
_06947_,12.16µm
_07013_,12.16µm
memory_stage.dm.ram\[7\]\[21\],12.16µm
memory_stage.dm.ram\[53\]\[16\],12.145µm
_06637_,12.14µm
memory_stage.dm.ram\[44\]\[7\],12.14µm
_00094_,12.135µm
_00351_,12.125µm
memory_stage.dm.ram\[50\]\[29\],12.125µm
_03013_,12.12µm
_03718_,12.12µm
_03736_,12.12µm
memory_stage.dm.ram\[11\]\[22\],12.12µm
memory_stage.dm.ram\[14\]\[26\],12.12µm
memory_stage.dm.ram\[24\]\[2\],12.12µm
memory_stage.dm.ram\[35\]\[12\],12.12µm
memory_stage.dm.ram\[40\]\[23\],12.12µm
memory_stage.dm.ram\[45\]\[18\],12.12µm
memory_stage.dm.ram\[50\]\[13\],12.12µm
memory_stage.dm.ram\[13\]\[30\],12.105µm
_03222_,12.1µm
memory_stage.dm.ram\[60\]\[6\],12.1µm
memory_stage.dm.ram\[15\]\[0\],12.095µm
memory_stage.dm.ram\[62\]\[20\],12.095µm
_00796_,12.085µm
memory_stage.dm.ram\[61\]\[10\],12.085µm
_03268_,12.08µm
_04373_,12.08µm
_07354_,12.08µm
fd.tid_f\[1\],12.08µm
memory_stage.dm.ram\[20\]\[19\],12.08µm
memory_stage.dm.ram\[35\]\[9\],12.08µm
memory_stage.dm.ram\[47\]\[1\],12.08µm
_01893_,12.065µm
_01976_,12.06µm
_04053_,12.06µm
_04228_,12.06µm
_06417_,12.06µm
memory_stage.dm.ram\[17\]\[4\],12.06µm
memory_stage.dm.ram\[60\]\[30\],12.05µm
_00661_,12.045µm
_02190_,12.045µm
_02207_,12.045µm
_03103_,12.04µm
_03400_,12.04µm
_03427_,12.04µm
_03832_,12.04µm
_03876_,12.04µm
_04216_,12.04µm
_04450_,12.04µm
_05171_,12.04µm
_05960_,12.04µm
_06026_,12.04µm
_06172_,12.04µm
memory_stage.dm.ram\[22\]\[19\],12.04µm
memory_stage.dm.ram\[22\]\[27\],12.04µm
memory_stage.dm.ram\[47\]\[3\],12.04µm
memory_stage.dm.ram\[51\]\[30\],12.04µm
_03376_,12.02µm
_04482_,12.02µm
_05513_,12µm
memory_stage.dm.ram\[26\]\[0\],12µm
memory_stage.dm.ram\[3\]\[26\],12µm
memory_stage.dm.ram\[49\]\[27\],12µm
memory_stage.dm.ram\[63\]\[23\],12µm
_01001_,11.995µm
_04449_,11.99µm
memory_stage.dm.ram\[13\]\[9\],11.98µm
memory_stage.dm.ram\[52\]\[8\],11.98µm
_00067_,11.965µm
_00225_,11.965µm
_02398_,11.965µm
memory_stage.dm.ram\[29\]\[18\],11.965µm
memory_stage.dm.ram\[8\]\[26\],11.96µm
_02019_,11.945µm
_06652_,11.945µm
_02689_,11.94µm
_04088_,11.94µm
_04209_,11.94µm
_04428_,11.94µm
memory_stage.dm.ram\[43\]\[28\],11.94µm
memory_stage.dm.ram\[33\]\[0\],11.935µm
memory_stage.dm.ram\[60\]\[17\],11.93µm
_05168_,11.92µm
memory_stage.dm.ram\[0\]\[11\],11.92µm
memory_stage.dm.ram\[40\]\[0\],11.92µm
memory_stage.dm.ram\[57\]\[15\],11.92µm
memory_stage.dm.ram\[59\]\[13\],11.92µm
_00074_,11.905µm
_06126_,11.9µm
memory_stage.dm.ram\[24\]\[21\],11.9µm
memory_stage.dm.ram\[60\]\[3\],11.9µm
_00286_,11.885µm
_00662_,11.885µm
_03793_,11.88µm
_05420_,11.88µm
memory_stage.dm.ram\[47\]\[9\],11.88µm
_00587_,11.875µm
memory_stage.dm.ram\[18\]\[6\],11.875µm
memory_stage.dm.ram\[1\]\[14\],11.875µm
_00873_,11.865µm
memory_stage.dm.ram\[17\]\[30\],11.86µm
memory_stage.dm.ram\[27\]\[12\],11.86µm
memory_stage.dm.ram\[28\]\[1\],11.86µm
memory_stage.dm.ram\[32\]\[1\],11.86µm
memory_stage.dm.ram\[35\]\[29\],11.86µm
memory_stage.dm.ram\[39\]\[26\],11.86µm
memory_stage.dm.ram\[43\]\[17\],11.86µm
_02605_,11.855µm
_06331_,11.85µm
_05323_,11.84µm
_07362_,11.84µm
memory_stage.dm.ram\[24\]\[13\],11.84µm
memory_stage.dm.ram\[57\]\[1\],11.84µm
memory_stage.dm.ram\[60\]\[20\],11.84µm
memory_stage.dm.ram\[61\]\[29\],11.84µm
_06852_,11.83µm
_02023_,11.825µm
_04221_,11.82µm
_04636_,11.82µm
_06997_,11.82µm
memory_stage.dm.ram\[37\]\[30\],11.82µm
_00039_,11.805µm
memory_stage.dm.ram\[50\]\[26\],11.805µm
_06233_,11.8µm
memory_stage.dm.ram\[16\]\[10\],11.8µm
memory_stage.dm.ram\[30\]\[21\],11.8µm
_00134_,11.785µm
_01952_,11.785µm
memory_stage.dm.ram\[62\]\[26\],11.785µm
_04509_,11.78µm
_05122_,11.78µm
memory_stage.dm.ram\[40\]\[25\],11.765µm
_03839_,11.76µm
_05883_,11.76µm
_00766_,11.745µm
_02123_,11.745µm
_04822_,11.74µm
_06238_,11.74µm
de.rd_e\[0\],11.74µm
memory_stage.dm.ram\[47\]\[12\],11.74µm
_00494_,11.725µm
memory_stage.dm.ram\[47\]\[30\],11.725µm
memory_stage.dm.ram\[36\]\[19\],11.72µm
memory_stage.dm.ram\[40\]\[28\],11.72µm
memory_stage.dm.ram\[60\]\[28\],11.72µm
_00320_,11.715µm
_00450_,11.705µm
_00787_,11.705µm
_02517_,11.705µm
_02566_,11.705µm
_02923_,11.7µm
_03162_,11.7µm
_03247_,11.7µm
_03298_,11.7µm
_03490_,11.7µm
_04262_,11.7µm
_04521_,11.7µm
_05580_,11.7µm
_05590_,11.7µm
_05851_,11.7µm
_06196_,11.7µm
_06709_,11.7µm
_06863_,11.7µm
em.write_data_m\[28\],11.7µm
_05096_,11.68µm
memory_stage.dm.ram\[32\]\[24\],11.68µm
memory_stage.dm.ram\[5\]\[8\],11.68µm
_00553_,11.665µm
_00653_,11.665µm
_00958_,11.665µm
_01504_,11.665µm
_01943_,11.665µm
_03405_,11.66µm
_04026_,11.66µm
_04504_,11.66µm
_05345_,11.66µm
_06389_,11.66µm
memory_stage.dm.ram\[2\]\[26\],11.66µm
memory_stage.dm.ram\[6\]\[13\],11.66µm
_00562_,11.645µm
memory_stage.dm.ram\[22\]\[13\],11.645µm
memory_stage.dm.ram\[43\]\[10\],11.645µm
memory_stage.dm.ram\[63\]\[11\],11.645µm
memory_stage.dm.ram\[6\]\[22\],11.645µm
_03590_,11.64µm
_03651_,11.64µm
_07160_,11.64µm
memory_stage.dm.ram\[44\]\[1\],11.64µm
_00687_,11.625µm
_01963_,11.625µm
_02149_,11.625µm
_03973_,11.62µm
memory_stage.dm.ram\[35\]\[3\],11.62µm
memory_stage.dm.ram\[55\]\[19\],11.62µm
memory_stage.dm.ram\[59\]\[22\],11.6µm
_00208_,11.585µm
_02415_,11.585µm
_06326_,11.585µm
_03594_,11.58µm
_03764_,11.58µm
_03924_,11.58µm
_04279_,11.58µm
_04409_,11.58µm
_05602_,11.58µm
memory_stage.dm.ram\[17\]\[29\],11.58µm
memory_stage.dm.ram\[49\]\[23\],11.58µm
_03465_,11.56µm
memory_stage.dm.ram\[50\]\[25\],11.56µm
memory_stage.dm.ram\[55\]\[2\],11.56µm
_00706_,11.555µm
memory_stage.dm.ram\[27\]\[19\],11.545µm
_02526_,11.54µm
memory_stage.dm.ram\[4\]\[4\],11.54µm
memory_stage.dm.ram\[50\]\[6\],11.54µm
memory_stage.dm.ram\[51\]\[8\],11.54µm
memory_stage.dm.ram\[55\]\[16\],11.54µm
memory_stage.dm.ram\[5\]\[27\],11.54µm
memory_stage.dm.ram\[46\]\[21\],11.535µm
_06325_,11.53µm
_01929_,11.525µm
_02199_,11.525µm
_06154_,11.525µm
_07104_,11.525µm
_05560_,11.52µm
memory_stage.dm.ram\[38\]\[28\],11.52µm
memory_stage.dm.ram\[46\]\[31\],11.515µm
_06584_,11.51µm
_02998_,11.5µm
_03507_,11.5µm
_03794_,11.5µm
_03934_,11.5µm
memory_stage.dm.ram\[59\]\[3\],11.5µm
memory_stage.dm.ram\[8\]\[6\],11.5µm
_00288_,11.485µm
_00638_,11.48µm
_00713_,11.48µm
_02897_,11.48µm
memory_stage.dm.ram\[13\]\[6\],11.48µm
memory_stage.dm.ram\[32\]\[3\],11.48µm
delaynet_3_clk,11.48µm
_02251_,11.465µm
_03804_,11.46µm
_04312_,11.46µm
_04516_,11.46µm
_05648_,11.46µm
memory_stage.dm.ram\[14\]\[4\],11.46µm
memory_stage.dm.ram\[37\]\[17\],11.46µm
memory_stage.dm.ram\[43\]\[30\],11.46µm
_01865_,11.445µm
_02011_,11.445µm
_02531_,11.445µm
memory_stage.dm.ram\[47\]\[8\],11.445µm
memory_stage.dm.ram\[11\]\[21\],11.44µm
_00502_,11.425µm
_01870_,11.425µm
memory_stage.dm.ram\[6\]\[15\],11.425µm
_06149_,11.42µm
_06191_,11.42µm
de.imm_val_e\[15\],11.42µm
memory_stage.dm.ram\[0\]\[6\],11.42µm
memory_stage.dm.ram\[16\]\[25\],11.42µm
memory_stage.dm.ram\[29\]\[24\],11.42µm
memory_stage.dm.ram\[8\]\[17\],11.42µm
_03468_,11.4µm
_03754_,11.4µm
memory_stage.dm.ram\[14\]\[7\],11.4µm
memory_stage.dm.ram\[16\]\[12\],11.4µm
memory_stage.dm.ram\[28\]\[3\],11.4µm
memory_stage.dm.ram\[36\]\[26\],11.4µm
memory_stage.dm.ram\[48\]\[20\],11.4µm
memory_stage.dm.ram\[49\]\[2\],11.4µm
memory_stage.dm.ram\[8\]\[19\],11.4µm
memory_stage.dm.ram\[12\]\[23\],11.38µm
memory_stage.dm.ram\[22\]\[8\],11.38µm
_02197_,11.365µm
_03805_,11.36µm
_07330_,11.36µm
memory_stage.dm.ram\[25\]\[14\],11.345µm
_04024_,11.34µm
_04301_,11.34µm
memory_stage.dm.ram\[23\]\[15\],11.34µm
memory_stage.dm.ram\[27\]\[29\],11.34µm
memory_stage.dm.ram\[60\]\[0\],11.34µm
memory_stage.dm.ram\[13\]\[18\],11.325µm
memory_stage.dm.ram\[2\]\[5\],11.325µm
_03887_,11.32µm
_04868_,11.32µm
_05413_,11.32µm
memory_stage.dm.ram\[14\]\[21\],11.32µm
memory_stage.dm.ram\[24\]\[1\],11.32µm
memory_stage.dm.ram\[4\]\[9\],11.32µm
_00566_,11.305µm
_06526_,11.3µm
memory_stage.dm.ram\[28\]\[22\],11.3µm
_01062_,11.285µm
_01102_,11.285µm
_01438_,11.285µm
_01904_,11.285µm
_02597_,11.285µm
memory_stage.dm.ram\[46\]\[26\],11.285µm
_03489_,11.28µm
_03757_,11.28µm
_03823_,11.28µm
_04264_,11.28µm
_05586_,11.28µm
_05944_,11.28µm
_06047_,11.28µm
memory_stage.dm.ram\[19\]\[4\],11.28µm
memory_stage.dm.ram\[20\]\[5\],11.28µm
memory_stage.dm.ram\[3\]\[25\],11.28µm
memory_stage.dm.ram\[49\]\[10\],11.28µm
memory_stage.dm.ram\[6\]\[20\],11.28µm
memory_stage.dm.ram\[7\]\[1\],11.28µm
memory_stage.dm.ram\[9\]\[23\],11.28µm
_00373_,11.265µm
_00413_,11.265µm
_02384_,11.265µm
memory_stage.dm.ram\[6\]\[23\],11.265µm
_03428_,11.26µm
_04038_,11.26µm
_04661_,11.26µm
_06112_,11.26µm
memory_stage.dm.ram\[11\]\[17\],11.26µm
memory_stage.dm.ram\[1\]\[22\],11.26µm
memory_stage.dm.ram\[7\]\[24\],11.26µm
_00058_,11.245µm
_00435_,11.245µm
_00495_,11.245µm
_00564_,11.245µm
_00743_,11.245µm
_01007_,11.245µm
_01163_,11.245µm
_02300_,11.245µm
_02504_,11.245µm
_03509_,11.24µm
_04106_,11.24µm
_04238_,11.24µm
_05272_,11.24µm
_05677_,11.24µm
_05927_,11.24µm
_07243_,11.24µm
memory_stage.dm.ram\[12\]\[30\],11.24µm
memory_stage.dm.ram\[3\]\[23\],11.24µm
memory_stage.dm.ram\[43\]\[0\],11.24µm
memory_stage.dm.ram\[61\]\[5\],11.24µm
_02124_,11.235µm
_05690_,11.22µm
memory_stage.dm.ram\[42\]\[22\],11.22µm
_00830_,11.205µm
_01969_,11.205µm
_02209_,11.205µm
memory_stage.dm.ram\[63\]\[24\],11.205µm
_03335_,11.2µm
_03785_,11.2µm
_04436_,11.2µm
_05998_,11.2µm
memory_stage.dm.ram\[13\]\[4\],11.2µm
memory_stage.dm.ram\[14\]\[23\],11.2µm
memory_stage.dm.ram\[18\]\[30\],11.2µm
memory_stage.dm.ram\[20\]\[20\],11.2µm
memory_stage.dm.ram\[2\]\[18\],11.2µm
memory_stage.dm.ram\[63\]\[15\],11.2µm
memory_stage.dm.ram\[9\]\[29\],11.2µm
memory_stage.dm.ram\[0\]\[28\],11.18µm
memory_stage.dm.ram\[11\]\[9\],11.18µm
memory_stage.dm.ram\[28\]\[31\],11.18µm
memory_stage.dm.ram\[8\]\[12\],11.18µm
_00456_,11.165µm
_01067_,11.165µm
_01161_,11.165µm
_01661_,11.165µm
_03810_,11.16µm
_04872_,11.16µm
_05156_,11.16µm
_05678_,11.16µm
_06548_,11.16µm
memory_stage.dm.ram\[0\]\[26\],11.16µm
memory_stage.dm.ram\[0\]\[3\],11.16µm
memory_stage.dm.ram\[17\]\[1\],11.16µm
memory_stage.dm.ram\[3\]\[8\],11.16µm
memory_stage.dm.ram\[43\]\[11\],11.16µm
_03913_,11.14µm
_04142_,11.14µm
_05231_,11.14µm
de.imm_val_e\[17\],11.14µm
memory_stage.dm.ram\[29\]\[29\],11.14µm
_03520_,11.12µm
_03758_,11.12µm
_04220_,11.12µm
_04638_,11.12µm
_05615_,11.12µm
_06492_,11.12µm
_07051_,11.12µm
_07236_,11.12µm
_07287_,11.12µm
memory_stage.dm.ram\[43\]\[20\],11.12µm
memory_stage.dm.ram\[54\]\[13\],11.115µm
_01253_,11.105µm
memory_stage.dm.ram\[30\]\[10\],11.105µm
_00923_,11.1µm
_02235_,11.1µm
memory_stage.dm.ram\[29\]\[12\],11.1µm
_02470_,11.085µm
_03093_,11.08µm
memory_stage.dm.ram\[43\]\[1\],11.08µm
memory_stage.dm.ram\[44\]\[22\],11.08µm
memory_stage.dm.ram\[48\]\[16\],11.08µm
memory_stage.dm.ram\[52\]\[23\],11.08µm
memory_stage.dm.ram\[55\]\[14\],11.08µm
memory_stage.dm.ram\[34\]\[14\],11.075µm
_00213_,11.065µm
_06431_,11.06µm
_03907_,11.04µm
_05428_,11.04µm
em.write_data_m\[30\],11.04µm
_00895_,11.025µm
_01898_,11.025µm
_04281_,11.02µm
_06724_,11.02µm
_07357_,11.02µm
memory_stage.dm.ram\[3\]\[5\],11.02µm
memory_stage.dm.ram\[58\]\[24\],11.02µm
_04477_,11µm
_05180_,11µm
_07255_,11µm
memory_stage.dm.ram\[2\]\[14\],11µm
_01918_,10.985µm
_04679_,10.98µm
memory_stage.dm.ram\[16\]\[27\],10.98µm
memory_stage.dm.ram\[24\]\[17\],10.98µm
memory_stage.dm.ram\[33\]\[29\],10.98µm
memory_stage.dm.ram\[50\]\[22\],10.98µm
memory_stage.dm.ram\[52\]\[28\],10.98µm
memory_stage.dm.ram\[57\]\[19\],10.98µm
memory_stage.dm.ram\[58\]\[29\],10.98µm
memory_stage.dm.ram\[61\]\[15\],10.98µm
_02308_,10.965µm
_02866_,10.96µm
_02943_,10.96µm
memory_stage.dm.ram\[13\]\[2\],10.96µm
memory_stage.dm.ram\[1\]\[3\],10.96µm
memory_stage.dm.ram\[35\]\[16\],10.96µm
memory_stage.dm.ram\[39\]\[4\],10.96µm
memory_stage.dm.ram\[40\]\[24\],10.96µm
memory_stage.dm.ram\[49\]\[24\],10.96µm
memory_stage.dm.ram\[58\]\[3\],10.96µm
_00504_,10.945µm
_00517_,10.945µm
_01410_,10.945µm
_02137_,10.94µm
memory_stage.dm.ram\[40\]\[4\],10.94µm
memory_stage.dm.ram\[43\]\[29\],10.94µm
_01983_,10.925µm
_00628_,10.92µm
_05606_,10.92µm
memory_stage.dm.ram\[14\]\[30\],10.915µm
memory_stage.dm.ram\[15\]\[10\],10.915µm
_00428_,10.905µm
_01019_,10.905µm
_02299_,10.905µm
memory_stage.dm.ram\[37\]\[20\],10.905µm
_03287_,10.9µm
memory_stage.dm.ram\[54\]\[8\],10.9µm
memory_stage.dm.ram\[61\]\[30\],10.9µm
_01664_,10.885µm
memory_stage.dm.ram\[17\]\[19\],10.885µm
memory_stage.dm.ram\[63\]\[21\],10.885µm
memory_stage.dm.ram\[27\]\[17\],10.88µm
memory_stage.dm.ram\[52\]\[29\],10.88µm
memory_stage.dm.ram\[63\]\[4\],10.88µm
_00685_,10.875µm
_01313_,10.865µm
_01950_,10.865µm
_02325_,10.865µm
_03326_,10.86µm
_04111_,10.86µm
_05805_,10.86µm
_06878_,10.86µm
_00156_,10.845µm
_02056_,10.845µm
_02378_,10.845µm
_02995_,10.84µm
memory_stage.dm.ram\[0\]\[15\],10.84µm
memory_stage.dm.ram\[0\]\[19\],10.84µm
memory_stage.dm.ram\[44\]\[28\],10.84µm
memory_stage.dm.ram\[47\]\[20\],10.84µm
memory_stage.dm.ram\[28\]\[5\],10.83µm
_00149_,10.825µm
_01160_,10.825µm
_02309_,10.825µm
_02591_,10.825µm
_02657_,10.825µm
_04660_,10.825µm
memory_stage.dm.ram\[18\]\[26\],10.825µm
_06893_,10.82µm
memory_stage.dm.ram\[15\]\[28\],10.82µm
memory_stage.dm.ram\[59\]\[17\],10.82µm
_07203_,10.815µm
memory_stage.dm.ram\[33\]\[9\],10.805µm
memory_stage.dm.ram\[48\]\[6\],10.805µm
_03475_,10.8µm
_03526_,10.8µm
_03968_,10.8µm
_05771_,10.8µm
memory_stage.dm.ram\[12\]\[6\],10.8µm
memory_stage.dm.ram\[23\]\[6\],10.8µm
memory_stage.dm.ram\[29\]\[2\],10.8µm
memory_stage.dm.ram\[30\]\[24\],10.8µm
memory_stage.dm.ram\[32\]\[0\],10.8µm
memory_stage.dm.ram\[32\]\[12\],10.8µm
memory_stage.dm.ram\[57\]\[5\],10.8µm
_05705_,10.795µm
memory_stage.dm.ram\[12\]\[3\],10.79µm
_00822_,10.785µm
_01617_,10.785µm
_01911_,10.785µm
_02101_,10.785µm
_02879_,10.78µm
_02935_,10.78µm
_03460_,10.78µm
_03595_,10.78µm
_03630_,10.78µm
_03940_,10.78µm
_04573_,10.78µm
_06088_,10.78µm
_06176_,10.78µm
mw.read_data_w\[16\],10.78µm
_06582_,10.76µm
_06883_,10.75µm
_00829_,10.745µm
_01270_,10.745µm
_01922_,10.745µm
memory_stage.dm.ram\[29\]\[19\],10.745µm
memory_stage.dm.ram\[42\]\[28\],10.745µm
memory_stage.dm.ram\[51\]\[19\],10.745µm
_03645_,10.74µm
_03853_,10.74µm
_05133_,10.74µm
_06211_,10.74µm
_06937_,10.74µm
_07332_,10.74µm
memory_stage.dm.ram\[18\]\[28\],10.74µm
memory_stage.dm.ram\[19\]\[7\],10.74µm
memory_stage.dm.ram\[26\]\[14\],10.74µm
memory_stage.dm.ram\[38\]\[21\],10.74µm
memory_stage.dm.ram\[48\]\[4\],10.74µm
memory_stage.dm.ram\[50\]\[2\],10.74µm
memory_stage.dm.ram\[8\]\[27\],10.74µm
memory_stage.dm.ram\[9\]\[30\],10.74µm
_05289_,10.72µm
_07035_,10.72µm
memory_stage.dm.ram\[25\]\[20\],10.72µm
memory_stage.dm.ram\[47\]\[7\],10.72µm
_02992_,10.7µm
_03628_,10.7µm
_04135_,10.7µm
_04527_,10.7µm
memory_stage.dm.ram\[26\]\[7\],10.7µm
memory_stage.dm.ram\[26\]\[8\],10.7µm
memory_stage.dm.ram\[34\]\[1\],10.7µm
memory_stage.dm.ram\[36\]\[4\],10.7µm
memory_stage.dm.ram\[39\]\[17\],10.7µm
memory_stage.dm.ram\[39\]\[1\],10.7µm
memory_stage.dm.ram\[60\]\[27\],10.7µm
_00859_,10.68µm
_07072_,10.68µm
memory_stage.dm.ram\[53\]\[28\],10.68µm
_02448_,10.665µm
_01391_,10.66µm
_03799_,10.66µm
_04012_,10.66µm
_06400_,10.66µm
_06562_,10.66µm
_07364_,10.66µm
_07365_,10.66µm
memory_stage.dm.ram\[18\]\[4\],10.66µm
_00861_,10.645µm
memory_stage.dm.ram\[58\]\[7\],10.645µm
memory_stage.dm.ram\[28\]\[7\],10.64µm
memory_stage.dm.ram\[46\]\[24\],10.635µm
_01892_,10.625µm
memory_stage.dm.ram\[10\]\[19\],10.62µm
memory_stage.dm.ram\[15\]\[26\],10.62µm
memory_stage.dm.ram\[24\]\[10\],10.62µm
memory_stage.dm.ram\[44\]\[14\],10.62µm
memory_stage.dm.ram\[61\]\[9\],10.62µm
_00012_,10.605µm
_00510_,10.605µm
_00765_,10.605µm
_01881_,10.605µm
_02714_,10.605µm
_06446_,10.6µm
memory_stage.dm.ram\[36\]\[27\],10.6µm
memory_stage.dm.ram\[60\]\[15\],10.6µm
_01962_,10.585µm
_01975_,10.585µm
_02408_,10.585µm
_00940_,10.565µm
_02455_,10.565µm
_02596_,10.565µm
_02660_,10.565µm
memory_stage.dm.ram\[46\]\[9\],10.565µm
_04676_,10.56µm
memory_stage.dm.ram\[0\]\[9\],10.56µm
memory_stage.dm.ram\[28\]\[27\],10.56µm
memory_stage.dm.ram\[52\]\[0\],10.56µm
_06213_,10.54µm
_07298_,10.53µm
_00400_,10.525µm
_00686_,10.525µm
_02447_,10.525µm
memory_stage.dm.ram\[60\]\[24\],10.52µm
_00347_,10.505µm
_00419_,10.505µm
_01607_,10.505µm
_02119_,10.505µm
_02547_,10.505µm
_02592_,10.505µm
memory_stage.dm.ram\[34\]\[18\],10.505µm
memory_stage.dm.ram\[39\]\[15\],10.505µm
_00110_,10.485µm
_01900_,10.485µm
_01931_,10.485µm
_01944_,10.485µm
memory_stage.dm.ram\[39\]\[16\],10.48µm
_04566_,10.46µm
_05889_,10.46µm
memory_stage.dm.ram\[13\]\[5\],10.46µm
memory_stage.dm.ram\[45\]\[2\],10.46µm
memory_stage.dm.ram\[6\]\[25\],10.46µm
mw.read_data_w\[13\],10.46µm
_01138_,10.445µm
_02167_,10.445µm
_02574_,10.445µm
_05555_,10.44µm
_07141_,10.44µm
memory_stage.dm.ram\[22\]\[29\],10.425µm
memory_stage.dm.ram\[29\]\[10\],10.425µm
_06911_,10.42µm
_00405_,10.405µm
memory_stage.dm.ram\[18\]\[0\],10.405µm
_04280_,10.4µm
memory_stage.dm.ram\[25\]\[10\],10.4µm
_06628_,10.385µm
_07342_,10.385µm
_04460_,10.38µm
_00181_,10.365µm
_00643_,10.365µm
_00955_,10.365µm
_01743_,10.365µm
_02748_,10.365µm
_03018_,10.36µm
_04059_,10.36µm
_04244_,10.36µm
_06762_,10.36µm
de.tid_d\[0\],10.36µm
memory_stage.dm.ram\[2\]\[19\],10.36µm
memory_stage.dm.ram\[53\]\[17\],10.36µm
memory_stage.dm.ram\[62\]\[3\],10.355µm
_00879_,10.345µm
de.pc_d\[5\],10.34µm
memory_stage.dm.ram\[16\]\[8\],10.34µm
memory_stage.dm.ram\[18\]\[5\],10.34µm
memory_stage.dm.ram\[23\]\[19\],10.34µm
memory_stage.dm.ram\[23\]\[7\],10.34µm
memory_stage.dm.ram\[30\]\[22\],10.34µm
memory_stage.dm.ram\[31\]\[31\],10.34µm
memory_stage.dm.ram\[33\]\[13\],10.34µm
memory_stage.dm.ram\[38\]\[11\],10.34µm
memory_stage.dm.ram\[43\]\[7\],10.34µm
memory_stage.dm.ram\[53\]\[29\],10.34µm
memory_stage.dm.ram\[5\]\[18\],10.34µm
memory_stage.dm.ram\[34\]\[5\],10.33µm
_00500_,10.325µm
_01112_,10.325µm
_02477_,10.325µm
_02904_,10.32µm
_03115_,10.32µm
_03142_,10.32µm
_03160_,10.32µm
_03336_,10.32µm
_03415_,10.32µm
_03615_,10.32µm
_04500_,10.32µm
_04623_,10.32µm
_04642_,10.32µm
_05155_,10.32µm
_05301_,10.32µm
_05806_,10.32µm
_06019_,10.32µm
_06034_,10.32µm
_06108_,10.32µm
_06275_,10.32µm
_07119_,10.32µm
_07167_,10.32µm
memory_stage.dm.ram\[46\]\[0\],10.32µm
_00826_,10.305µm
_00999_,10.305µm
_02654_,10.305µm
memory_stage.dm.ram\[54\]\[9\],10.305µm
_00177_,10.285µm
memory_stage.dm.ram\[61\]\[16\],10.285µm
_03363_,10.28µm
_05926_,10.28µm
_06179_,10.28µm
_06328_,10.28µm
_06505_,10.28µm
memory_stage.dm.ram\[21\]\[25\],10.28µm
memory_stage.dm.ram\[24\]\[6\],10.28µm
memory_stage.dm.ram\[26\]\[21\],10.28µm
memory_stage.dm.ram\[29\]\[15\],10.28µm
memory_stage.dm.ram\[31\]\[10\],10.28µm
memory_stage.dm.ram\[4\]\[20\],10.28µm
memory_stage.dm.ram\[51\]\[20\],10.265µm
memory_stage.dm.ram\[25\]\[22\],10.26µm
memory_stage.dm.ram\[28\]\[4\],10.26µm
memory_stage.dm.ram\[39\]\[8\],10.26µm
memory_stage.dm.ram\[56\]\[2\],10.26µm
memory_stage.dm.ram\[5\]\[28\],10.26µm
memory_stage.dm.ram\[33\]\[1\],10.245µm
_02959_,10.24µm
_03220_,10.24µm
_05293_,10.24µm
_06803_,10.24µm
memory_stage.dm.ram\[28\]\[0\],10.24µm
memory_stage.dm.ram\[55\]\[13\],10.24µm
_04455_,10.22µm
memory_stage.dm.ram\[25\]\[29\],10.22µm
memory_stage.dm.ram\[39\]\[23\],10.22µm
memory_stage.dm.ram\[63\]\[14\],10.22µm
memory_stage.dm.ram\[32\]\[2\],10.215µm
_01629_,10.205µm
_05742_,10.205µm
_02985_,10.2µm
_03289_,10.2µm
_03862_,10.2µm
_04134_,10.2µm
_05941_,10.2µm
_06968_,10.2µm
memory_stage.dm.ram\[3\]\[21\],10.2µm
memory_stage.dm.ram\[57\]\[22\],10.2µm
memory_stage.dm.ram\[60\]\[8\],10.2µm
memory_stage.dm.ram\[8\]\[31\],10.2µm
_02066_,10.185µm
_04010_,10.18µm
memory_stage.dm.ram\[23\]\[24\],10.18µm
memory_stage.dm.ram\[44\]\[9\],10.18µm
memory_stage.dm.ram\[53\]\[1\],10.18µm
memory_stage.dm.ram\[23\]\[31\],10.165µm
_05196_,10.16µm
_07229_,10.16µm
memory_stage.dm.ram\[16\]\[14\],10.16µm
memory_stage.dm.ram\[17\]\[22\],10.16µm
memory_stage.dm.ram\[17\]\[23\],10.16µm
memory_stage.dm.ram\[22\]\[14\],10.16µm
memory_stage.dm.ram\[31\]\[30\],10.16µm
memory_stage.dm.ram\[36\]\[11\],10.16µm
memory_stage.dm.ram\[62\]\[30\],10.16µm
_00098_,10.155µm
memory_stage.dm.ram\[2\]\[29\],10.155µm
memory_stage.dm.ram\[38\]\[20\],10.155µm
_00523_,10.145µm
_00785_,10.145µm
_01079_,10.145µm
_02473_,10.145µm
_04451_,10.14µm
decode_stage.rd_w\[2\],10.14µm
memory_stage.dm.ram\[48\]\[2\],10.14µm
memory_stage.dm.ram\[4\]\[18\],10.14µm
em.rd_m\[4\],10.12µm
memory_stage.dm.ram\[28\]\[26\],10.12µm
memory_stage.dm.ram\[6\]\[28\],10.12µm
memory_stage.dm.ram\[63\]\[5\],10.115µm
